# x1,y1,x2,y2
3.127811965811965820e+02,1.434000000000000057e+02,3.083220064724918643e+02,2.803721682847896091e+01
3.127811965811965820e+02,1.434000000000000057e+02,3.083220064724918643e+02,2.803721682847896091e+01
3.127377326565143676e+02,1.434771573604060961e+02,3.083092948717948616e+02,2.807051282051281760e+01
3.127377326565143676e+02,1.434771573604060961e+02,3.083092948717948616e+02,2.807051282051281760e+01
3.127504456327985736e+02,1.437040998217468655e+02,3.083042071197410792e+02,2.805825242718446688e+01
3.127372134038800482e+02,1.437283950617283779e+02,3.079936507936507724e+02,2.810476190476190439e+01
3.127137870855148094e+02,1.437102966841186742e+02,3.079936507936507724e+02,2.810476190476190439e+01
3.127137870855148094e+02,1.437102966841186742e+02,3.079936507936507724e+02,2.810476190476190439e+01
3.127137870855148094e+02,1.437102966841186742e+02,3.079748427672955700e+02,2.808962264150943255e+01
3.128132635253053877e+02,1.439947643979057545e+02,3.079014778325123416e+02,2.823809523809523725e+01
3.129052453468696626e+02,1.435025380710659988e+02,3.080193236714976024e+02,2.814814814814814525e+01
3.129052453468696626e+02,1.435025380710659988e+02,3.080095693779904309e+02,2.818022328548644140e+01
3.128271604938271366e+02,1.436067019400352649e+02,3.082180685358255232e+02,2.809345794392523388e+01
3.128271604938271366e+02,1.436067019400352649e+02,3.082767295597483894e+02,2.809905660377358316e+01
3.128563829787233885e+02,1.439432624113475185e+02,3.086650563607085473e+02,2.802576489533011284e+01
3.127832422586520806e+02,1.436484517304189410e+02,3.082389937106918296e+02,2.812735849056603854e+01
3.127909909909909629e+02,1.436954954954954928e+02,3.082389937106918296e+02,2.812735849056603854e+01
3.127832422586520806e+02,1.436484517304189410e+02,3.082389937106918296e+02,2.812735849056603854e+01
3.127832422586520806e+02,1.436484517304189410e+02,3.082389937106918296e+02,2.812735849056603854e+01
3.128184991273996047e+02,1.438534031413612695e+02,3.078477564102564088e+02,2.850160256410256210e+01
3.129055258467022895e+02,1.436773618538324229e+02,3.076872037914691873e+02,2.852132701421800931e+01
3.129488536155202496e+02,1.435908289241622526e+02,3.077511961722487968e+02,2.852153110047846951e+01
3.129435626102292645e+02,1.436596119929453153e+02,3.077511961722487968e+02,2.852153110047846951e+01
3.129435626102292645e+02,1.436596119929453153e+02,3.077511961722487968e+02,2.852153110047846951e+01
3.129107468123861509e+02,1.436939890710382599e+02,3.081981566820276726e+02,2.836405529953917082e+01
3.126809269162209830e+02,1.442727272727272805e+02,3.081162790697674154e+02,2.821395348837209127e+01
3.129510357815442489e+02,1.436327683615819240e+02,3.081162790697674154e+02,2.820465116279069662e+01
3.129510357815442489e+02,1.436327683615819240e+02,3.081162790697674154e+02,2.820465116279069662e+01
3.128901098901098976e+02,1.437435897435897232e+02,3.082300469483568008e+02,2.816431924882629190e+01
3.128369565217391255e+02,1.436557971014492523e+02,3.079812206572769924e+02,2.830672926447574156e+01
3.128118279569892479e+02,1.434767025089605568e+02,3.079431279620853275e+02,2.828593996840442060e+01
3.128723404255318883e+02,1.434716312056737593e+02,3.079431279620853275e+02,2.828593996840442060e+01
3.129019607843137010e+02,1.433868092691621996e+02,3.079431279620853275e+02,2.828593996840442060e+01
3.128723404255318883e+02,1.434716312056737593e+02,3.081349206349206042e+02,2.826507936507936236e+01
3.123598673300165842e+02,1.442951907131011637e+02,3.082760942760942839e+02,2.839225589225588919e+01
3.126039426523297493e+02,1.436433691756272140e+02,3.083824027072757872e+02,2.832994923857868130e+01
3.125165794066317630e+02,1.436387434554973765e+02,3.080226537216828433e+02,2.835598705501617900e+01
3.125696649029982268e+02,1.434867724867724803e+02,3.080226537216828433e+02,2.835598705501617900e+01
3.125590828924161997e+02,1.435185185185185048e+02,3.079661835748792100e+02,2.837520128824476373e+01
3.125122807017543778e+02,1.437631578947368496e+02,3.082758620689655231e+02,2.833004926108374377e+01
3.125476190476190368e+02,1.437534013605442169e+02,3.081877022653721383e+02,2.832847896440129176e+01
3.125476190476190368e+02,1.437534013605442169e+02,3.081877022653721383e+02,2.832847896440129176e+01
3.125476190476190368e+02,1.437534013605442169e+02,3.081877022653721383e+02,2.832847896440129176e+01
3.125476190476190368e+02,1.437534013605442169e+02,3.081877022653721383e+02,2.832847896440129176e+01
3.125323129251700607e+02,1.436258503401360542e+02,3.081773399014778079e+02,2.830049261083743772e+01
3.126385964912280429e+02,1.431894736842105260e+02,3.080000000000000000e+02,2.823349436392914669e+01
3.126385964912280429e+02,1.431894736842105260e+02,3.080579710144927503e+02,2.822544283413848376e+01
3.126385964912280429e+02,1.431894736842105260e+02,3.080579710144927503e+02,2.822544283413848376e+01
3.126980802792321015e+02,1.431849912739965021e+02,3.080685358255450979e+02,2.814018691588784904e+01
3.125561056105610191e+02,1.436270627062706069e+02,3.082031746031746025e+02,2.814285714285714235e+01
3.127076648841354540e+02,1.430748663101604166e+02,3.078318318318317779e+02,2.829429429429429277e+01
3.126612612612612452e+02,1.431567567567567494e+02,3.080000000000000000e+02,2.824651162790697612e+01
3.124673913043478137e+02,1.435126811594202820e+02,3.079376947040498180e+02,2.829750778816199031e+01
3.125112262521589059e+02,1.432435233160621806e+02,3.081460317460317242e+02,2.821904761904761827e+01
3.125052631578947171e+02,1.434912280701754241e+02,3.082028985507246261e+02,2.817069243156199576e+01
3.124548611111110858e+02,1.435173611111111143e+02,3.083441860465116520e+02,2.817209302325581533e+01
3.125045045045044958e+02,1.434000000000000057e+02,3.083636363636363740e+02,2.814513556618819479e+01
3.124223385689354018e+02,1.433769633507853314e+02,3.083993710691823935e+02,2.813207547169811207e+01
3.125428051001821359e+02,1.432021857923497237e+02,3.080888888888889028e+02,2.832222222222221930e+01
3.123401709401709354e+02,1.433692307692307679e+02,3.083624595469255496e+02,2.820873786407766914e+01
