# x1,y1,x2,y2
9.156756756756756488e+01,4.014543114543114655e+01,nan,nan
9.400743494423791446e+01,4.027137546468401297e+01,nan,nan
9.787924528301886085e+01,4.136981132075471379e+01,nan,nan
1.009446450060168416e+02,4.189771359807460982e+01,nan,nan
1.041158392434988116e+02,4.218794326241134485e+01,nan,nan
1.077160919540229855e+02,4.282988505747125885e+01,nan,nan
1.111892473118279554e+02,4.333655913978494567e+01,nan,nan
1.146644518272425302e+02,4.363787375415282099e+01,nan,nan
1.169883597883597730e+02,4.365396825396825164e+01,nan,nan
1.201569892473118131e+02,4.348924731182795256e+01,nan,nan
1.246843267108167623e+02,4.327593818984546914e+01,nan,nan
1.274625407166123807e+02,4.329858849077089644e+01,nan,nan
1.314982817869415896e+02,4.321191294387170245e+01,nan,nan
1.336848874598070722e+02,4.331189710610932764e+01,nan,nan
1.372752192982456165e+02,4.322258771929824661e+01,nan,nan
1.455276872964169286e+02,4.980673181324647203e+01,nan,nan
1.615188888888888812e+02,5.530444444444444230e+01,nan,nan
1.754789644012944905e+02,5.674433656957928918e+01,nan,nan
1.859314345991560913e+02,5.802004219409282371e+01,nan,nan
1.941262135922330003e+02,5.892125134843580980e+01,nan,nan
2.020142543859649038e+02,5.935526315789473983e+01,nan,nan
2.079002123142250582e+02,5.969320594479829367e+01,nan,nan
2.147699680511182123e+02,6.052609158679445756e+01,nan,nan
2.191033434650455831e+02,6.117831813576493971e+01,nan,nan
2.247156549520766760e+02,6.208945686900958805e+01,nan,nan
2.299352750809061376e+02,6.257281553398058094e+01,nan,nan
2.345357873210633670e+02,6.290899795501022140e+01,nan,nan
2.391040339702759638e+02,6.318683651804670376e+01,nan,nan
2.420879917184264798e+02,6.319151138716355121e+01,2.865763052208835120e+02,2.389317269076305195e+02
2.444944612286001586e+02,6.328801611278952066e+01,nan,nan
2.485390804597701049e+02,6.350459770114942160e+01,nan,nan
2.510465116279069662e+02,6.360465116279069520e+01,nan,nan
2.530805739514348716e+02,6.359381898454745397e+01,nan,nan
2.551353846153846234e+02,6.363897435897435173e+01,nan,nan
2.572616161616161321e+02,6.376767676767676107e+01,nan,nan
2.601934156378600278e+02,6.401337448559669951e+01,nan,nan
2.619764826175868961e+02,6.405010224948874509e+01,nan,nan
2.644291666666666742e+02,6.419479166666666003e+01,nan,nan
2.660431125131440240e+02,6.438590956887486527e+01,nan,nan
2.678547008547008090e+02,6.458547008547007806e+01,nan,nan
2.697342047930283115e+02,6.477015250544661740e+01,nan,nan
2.714858934169279223e+02,6.515464994775339846e+01,nan,nan
2.731596548004314968e+02,6.531175836030205062e+01,nan,nan
2.744469453376206047e+02,6.560128617363344006e+01,nan,nan
2.757099567099566571e+02,6.626082251082250707e+01,nan,nan
2.775016722408026908e+02,6.703010033444816429e+01,nan,nan
2.784858387799563957e+02,6.740413943355119386e+01,nan,nan
2.797909090909091105e+02,6.817373737373736731e+01,nan,nan
2.821855555555555384e+02,7.230333333333332746e+01,nan,nan
2.867909790979097693e+02,7.740814081408140623e+01,nan,nan
2.927414965986394577e+02,8.207029478458049709e+01,nan,nan
2.967101449275361915e+02,8.510869565217390686e+01,nan,nan
3.016936656282450144e+02,8.894080996884734702e+01,nan,nan
3.061475748194014272e+02,9.179153766769864831e+01,nan,nan
3.099002057613168404e+02,9.414506172839506348e+01,nan,nan
3.134437564499484097e+02,9.652528379772961387e+01,nan,nan
3.168534571723425870e+02,9.887409700722393779e+01,nan,nan
3.201144278606964804e+02,1.014149253731343236e+02,3.047131782945736518e+02,2.201899224806201403e+02
3.227522388059701370e+02,1.040019900497512424e+02,3.057744510978043877e+02,2.193872255489021939e+02
3.233815384615384687e+02,1.052533333333333161e+02,3.063672654690618629e+02,2.185169660678642458e+02
3.249433333333333280e+02,1.072033333333333331e+02,3.077239263803680842e+02,2.178016359918200351e+02
3.247318376068375869e+02,1.076378205128205110e+02,3.081554192229038449e+02,2.170061349693251600e+02
3.253055555555555429e+02,1.087337164750957754e+02,3.093113553113552712e+02,2.163919413919413728e+02
3.256391534391534037e+02,1.103947089947089779e+02,3.096007532956685395e+02,2.159416195856873628e+02
3.253458333333333599e+02,1.157736111111110944e+02,3.100935374149659651e+02,2.153792517006802427e+02
3.231472868217053929e+02,1.202108527131782836e+02,nan,nan
3.216736111111110858e+02,1.236222222222222200e+02,nan,nan
3.209426666666666392e+02,1.268346666666666636e+02,nan,nan
3.201583011583011853e+02,1.296782496782496708e+02,nan,nan
3.193308457711442543e+02,1.326666666666666572e+02,nan,nan
3.187181208053691535e+02,1.354038031319910260e+02,nan,nan
3.185049180327868612e+02,1.373256830601092702e+02,nan,nan
3.181538461538461320e+02,1.393867521367521363e+02,nan,nan
3.181392405063290880e+02,1.417732067510548291e+02,nan,nan
3.178261758691206182e+02,1.443292433537832267e+02,nan,nan
3.174420289855072497e+02,1.476438923395444931e+02,nan,nan
3.172707070707070329e+02,1.494525252525252483e+02,nan,nan
3.171552795031055894e+02,1.525320910973084665e+02,nan,nan
3.171496598639455442e+02,1.541778425655976719e+02,nan,nan
3.170408805031446491e+02,1.571027253668763137e+02,nan,nan
3.171611278952668727e+02,1.588499496475327248e+02,nan,nan
3.171768292682926926e+02,1.608099593495934982e+02,nan,nan
3.171516064257028233e+02,1.622901606425702710e+02,nan,nan
3.171411042944785095e+02,1.650327198364008154e+02,nan,nan
3.171969164910590848e+02,1.659920510037906354e+02,nan,nan
3.172527286876396602e+02,1.669513821711804553e+02,nan,nan
3.173085408842202355e+02,1.679107133385702468e+02,nan,nan
3.173643530808008109e+02,1.688700445059600668e+02,nan,nan
3.174201652773813294e+02,1.698293756733488920e+02,nan,nan
3.174759774739618479e+02,1.707887068407377171e+02,nan,nan
3.175317896705424232e+02,1.717480380081275371e+02,nan,nan
3.175876018671229986e+02,1.727073691755173570e+02,nan,nan
3.176434140637035739e+02,1.736667003429071769e+02,nan,nan
