# x1,y1,x2,y2
3.124064785788923473e+02,2.945454545454545610e+02,5.491817087845968359e+01,4.207460890493381100e+01
3.124064785788923473e+02,2.945454545454545610e+02,5.493140794223826617e+01,4.200240673886882803e+01
3.124239482200647444e+02,2.947605177993527263e+02,5.493404004711424449e+01,4.190459363957597105e+01
3.125353846153846007e+02,2.948553846153845939e+02,5.511938534278959878e+01,4.213947990543734790e+01
3.125606523955147509e+02,2.947645259938838080e+02,5.510365135453474039e+01,4.206949352179034207e+01
3.125606523955147509e+02,2.947645259938838080e+02,5.510365135453474039e+01,4.206949352179034207e+01
3.125298885511651292e+02,2.947841945288753891e+02,5.517365967365967094e+01,4.198251748251747983e+01
3.127719298245613686e+02,2.946408668730650220e+02,5.509124087591241192e+01,4.237591240875912746e+01
3.126850649350649292e+02,2.948430735930735409e+02,5.504044117647058698e+01,4.272181372549019329e+01
3.126850649350649292e+02,2.948430735930735409e+02,5.504044117647058698e+01,4.272181372549019329e+01
3.126850649350649292e+02,2.948430735930735409e+02,5.522300469483567298e+01,4.263497652582159247e+01
3.126850649350649292e+02,2.948430735930735409e+02,5.522300469483567298e+01,4.263497652582159247e+01
3.125370950888192283e+02,2.952257053291535840e+02,5.517424242424242209e+01,4.289898989898989612e+01
3.125845997973657404e+02,2.950000000000000000e+02,5.524287484510532664e+01,4.319454770755885420e+01
3.125845997973657404e+02,2.950000000000000000e+02,5.519600499375779634e+01,4.324094881398251999e+01
3.125845997973657404e+02,2.950000000000000000e+02,5.531990231990231877e+01,4.303785103785103416e+01
3.125845997973657404e+02,2.950000000000000000e+02,5.551022864019253689e+01,4.295186522262333995e+01
3.125652173913043725e+02,2.952184265010351965e+02,5.593612078977932356e+01,4.230545876887340029e+01
3.126474358974359120e+02,2.954049145299144925e+02,5.559814169570267239e+01,4.288734030197444724e+01
3.126741935483871089e+02,2.954075268817204005e+02,5.559814169570267239e+01,4.288734030197444724e+01
3.126741935483871089e+02,2.954075268817204005e+02,5.559814169570267239e+01,4.288734030197444724e+01
3.126741935483871089e+02,2.954075268817204005e+02,5.559814169570267239e+01,4.288734030197444724e+01
3.127530487804878021e+02,2.948922764227642119e+02,5.540833333333333144e+01,4.314047619047618554e+01
3.126193415637859516e+02,2.954279835390946118e+02,5.551751412429378263e+01,4.311751412429378405e+01
3.127120743034055863e+02,2.950103199174406541e+02,5.553799019607842524e+01,4.312377450980392268e+01
3.127825203252032225e+02,2.948404471544715193e+02,5.548641975308641605e+01,4.322098765432098588e+01
3.127825203252032225e+02,2.948404471544715193e+02,5.548641975308641605e+01,4.322098765432098588e+01
3.125443425076452399e+02,2.954006116207951322e+02,5.519166666666666288e+01,4.392261904761904390e+01
3.124402515723270426e+02,2.957966457023060798e+02,5.520422535211267956e+01,4.403521126760563220e+01
3.124402515723270426e+02,2.957966457023060798e+02,5.520422535211267956e+01,4.403521126760563220e+01
3.124402515723270426e+02,2.957966457023060798e+02,5.520422535211267956e+01,4.403521126760563220e+01
3.124402515723270426e+02,2.957966457023060798e+02,5.521071428571428896e+01,4.412857142857142634e+01
3.126823899371069047e+02,2.957840670859538363e+02,5.519209039548022133e+01,4.452429378531073212e+01
3.127746913580247110e+02,2.958775720164608742e+02,5.543389830508474603e+01,4.425762711864406640e+01
3.127005291005290815e+02,2.962095238095238301e+02,5.543389830508474603e+01,4.425762711864406640e+01
3.127005291005290815e+02,2.962095238095238301e+02,5.543389830508474603e+01,4.425762711864406640e+01
3.126603174603174580e+02,2.963280423280423292e+02,5.519904076738608723e+01,4.472302158273381423e+01
3.125915637860081802e+02,2.960411522633744426e+02,5.530778164924505802e+01,4.500580720092914788e+01
3.126243550051599414e+02,2.959690402476780378e+02,5.538775510204081343e+01,4.494557823129251517e+01
3.126243550051599414e+02,2.959690402476780378e+02,5.538775510204081343e+01,4.494557823129251517e+01
3.126243550051599414e+02,2.959690402476780378e+02,5.538775510204081343e+01,4.494557823129251517e+01
3.126666666666666856e+02,2.959877675840978668e+02,5.575555555555555287e+01,4.538362573099414732e+01
3.122953846153845916e+02,2.963169230769231035e+02,5.596777777777777629e+01,4.529444444444443718e+01
3.122507836990595820e+02,2.963009404388714643e+02,5.601876379690948227e+01,4.532229580573950756e+01
3.122507836990595820e+02,2.963009404388714643e+02,5.610626398210290233e+01,4.523937360178970835e+01
3.122507836990595820e+02,2.963009404388714643e+02,5.633788395904436896e+01,4.509783845278725778e+01
3.122910216718266270e+02,2.963281733746130158e+02,5.640159271899885596e+01,4.537428896473264928e+01
3.122045454545454390e+02,2.967489177489177337e+02,5.634265734265733983e+01,4.610606060606060197e+01
3.122455590386624635e+02,2.964817136886102276e+02,5.672463768115942173e+01,4.545772946859902675e+01
3.122455590386624635e+02,2.964817136886102276e+02,5.672463768115942173e+01,4.545772946859902675e+01
3.122455590386624635e+02,2.964817136886102276e+02,5.672463768115942173e+01,4.545772946859902675e+01
3.122455590386624635e+02,2.964817136886102276e+02,5.689356725146198812e+01,4.542807017543859871e+01
3.120947712418300739e+02,2.967668845315903923e+02,5.694844124700239263e+01,4.568345323741007036e+01
3.122433862433862259e+02,2.966984126984127101e+02,5.702600472813238497e+01,4.558156028368794210e+01
3.122433862433862259e+02,2.966984126984127101e+02,5.702600472813238497e+01,4.558156028368794210e+01
3.122433862433862259e+02,2.966984126984127101e+02,5.702600472813238497e+01,4.558156028368794210e+01
3.122008412197686198e+02,2.967507886435330988e+02,5.712454212454212410e+01,4.578510378510377876e+01
3.120720164609053313e+02,2.971008230452674752e+02,5.722347066167290563e+01,4.584269662921348498e+01
3.119915074309978422e+02,2.972919320594479586e+02,5.721123321123320693e+01,4.578388278388278110e+01
3.121197916666666288e+02,2.970614583333332916e+02,5.721123321123320693e+01,4.578388278388278110e+01
3.123065380493032990e+02,2.970160771704179865e+02,5.727037037037037237e+01,4.580617283950616780e+01
3.123096774193548413e+02,2.970430107526881329e+02,5.727037037037037237e+01,4.580617283950616780e+01
3.119525350593311828e+02,2.974368932038834714e+02,5.728787878787878896e+01,4.560606060606060908e+01
3.121415094339622556e+02,2.972725366876309749e+02,5.721111111111110858e+01,4.601358024691357684e+01
3.122062500000000114e+02,2.971614583333333144e+02,5.724588086185043778e+01,4.576806083650190260e+01
3.122062500000000114e+02,2.971614583333333144e+02,5.724588086185043778e+01,4.576806083650190260e+01
3.120718749999999773e+02,2.970614583333332916e+02,5.724588086185043778e+01,4.576806083650190260e+01
3.114795918367346985e+02,2.981848072562357856e+02,5.692051282051281902e+01,4.596410256410256068e+01
3.116268817204301058e+02,2.979881720430107634e+02,5.696019900497511657e+01,4.542786069651741343e+01
3.116268817204301058e+02,2.979881720430107634e+02,5.696019900497511657e+01,4.542786069651741343e+01
3.116268817204301058e+02,2.979881720430107634e+02,5.696019900497511657e+01,4.542786069651741343e+01
