sample,assay,total_seconds,success_count,frame_count,prop_success
20190613_1024_icab_hni_R_q3,open_field,600,17959,18000,0.9977222222222222
20190614_1139_icab_hni_R_q3,open_field,600,17959,18000,0.9977222222222222
20190614_1335_icab_ho5_L_q2,open_field,600,17959,18000,0.9977222222222222
20190614_1619_icab_kaga_L_q2,novel_object,600,17959,18000,0.9977222222222222
20190616_1017_icab_kaga_R_q2,open_field,600,17959,18000,0.9977222222222222
20190614_1108_icab_ho5_L_q3,novel_object,600,17960,18000,0.9977777777777778
20190614_1644_icab_hni_L_q1,novel_object,600,17960,18000,0.9977777777777778
20190615_1305_icab_ho5_R_q1,novel_object,600,17960,18000,0.9977777777777778
20190616_1135_icab_kaga_R_q2,novel_object,600,17960,18000,0.9977777777777778
20190616_1441_icab_hni_L_q3,novel_object,600,17960,18000,0.9977777777777778
20190615_1452_icab_hdr_L_q4,novel_object,600,17961,18000,0.99783333333333335
20190615_1332_icab_icab_L_q4,novel_object,600,17962,18000,0.9978888888888889
20190612_1604_icab_hni_R_q1,novel_object,600,17963,18000,0.9979444444444444
20190613_1307_icab_hdr_R_q1,novel_object,600,17963,18000,0.9979444444444444
20190614_1456_icab_ho5_R_q3,open_field,600,17963,18000,0.9979444444444444
20190615_1236_icab_hdr_R_q3,open_field,600,17963,18000,0.9979444444444444
20190611_1331_icab_icab_R_q3,open_field,600,17964,18000,0.998
20190614_1553_icab_hni_L_q4,open_field,600,17964,18000,0.998
20190615_1714_icab_icab_L_q1,open_field,600,17965,18000,0.9980555555555556
20190613_1024_icab_hni_R_q1,open_field,600,17966,18000,0.9981111111111111
20190611_1454_icab_hni_R_q1,open_field,600,17967,18000,0.9981666666666666
20190616_1717_icab_icab_L_q4,open_field,600,17967,18000,0.9981666666666666
20190611_1658_icab_ho5_R_q2,novel_object,600,17970,18000,0.9983333333333333
20190612_1053_icab_kaga_R_q4,open_field,600,17970,18000,0.9983333333333333
20190612_1534_icab_hdr_R_q4,open_field,600,17970,18000,0.9983333333333333
20190612_1707_icab_hni_R_q3,novel_object,600,17970,18000,0.9983333333333333
20190614_1524_icab_icab_R_q2,open_field,600,17970,18000,0.9983333333333333
20190616_1210_icab_icab_R_q1,open_field,600,17970,18000,0.9983333333333333
20190611_1410_icab_kaga_R_q3,open_field,600,17971,18000,0.9983888888888889
20190615_1305_icab_ho5_R_q2,open_field,600,17971,18000,0.9983888888888889
20190614_1237_icab_hdr_L_q1,novel_object,600,17973,18000,0.9985
20190612_1707_icab_hni_R_q2,novel_object,600,17974,18000,0.9985555555555555
20190612_1636_icab_icab_R_q1,open_field,600,17975,18000,0.9986111111111111
20190612_1636_icab_icab_R_q2,novel_object,600,17975,18000,0.9986111111111111
20190615_1714_icab_icab_L_q1,novel_object,600,17975,18000,0.9986111111111111
20190616_1110_icab_icab_L_q2,open_field,600,17975,18000,0.9986111111111111
20190616_1227_icab_kaga_R_q4,open_field,600,17975,18000,0.9986111111111111
20190616_1441_icab_hni_L_q4,open_field,600,17975,18000,0.9986111111111111
20190616_1556_icab_hdr_L_q2,open_field,600,17975,18000,0.9986111111111111
20190612_1123_icab_hni_R_q2,open_field,600,17976,18000,0.9986666666666667
20190616_1256_icab_kaga_L_q1,novel_object,600,17976,18000,0.9986666666666667
20190616_1651_icab_icab_L_q4,novel_object,600,17976,18000,0.9986666666666667
20190615_1022_icab_ho5_L_q1,open_field,600,17977,18000,0.9987222222222222
20190615_1649_icab_icab_L_q2,novel_object,600,17977,18000,0.9987222222222222
20190616_1256_icab_kaga_L_q2,novel_object,600,17977,18000,0.9987222222222222
20190614_1404_icab_ho5_L_q4,novel_object,600,17978,18000,0.9987777777777778
20190615_1423_icab_icab_L_q1,open_field,600,17978,18000,0.9987777777777778
20190616_1417_icab_hni_L_q3,novel_object,600,17978,18000,0.9987777777777778
20190612_1604_icab_hni_R_q4,novel_object,600,17979,18000,0.9988333333333334
20190616_1017_icab_kaga_R_q2,novel_object,600,17980,18000,0.9988888888888889
20190612_1425_icab_kaga_R_q1,open_field,589.6,17669,17688,0.9989258254183627
20190611_1410_icab_kaga_R_q2,open_field,600,17981,18000,0.9989444444444444
20190612_0952_icab_icab_R_q1,novel_object,600,17981,18000,0.9989444444444444
20190614_1430_icab_hdr_L_q3,novel_object,600,17981,18000,0.9989444444444444
20190614_1553_icab_hni_L_q2,novel_object,600,17981,18000,0.9989444444444444
20190615_1051_icab_hdr_L_q1,novel_object,600,17982,18000,0.999
20190612_1425_icab_kaga_R_q3,open_field,589.6,17671,17688,0.9990388964269561
20190612_1636_icab_icab_R_q3,open_field,600,17983,18000,0.9990555555555556
20190612_1707_icab_hni_R_q3,open_field,600,17983,18000,0.9990555555555556
20190614_1404_icab_ho5_L_q1,novel_object,600,17983,18000,0.9990555555555556
20190614_1619_icab_kaga_L_q3,novel_object,600,17983,18000,0.9990555555555556
20190616_1135_icab_kaga_R_q4,novel_object,600,17983,18000,0.9990555555555556
20190616_1351_icab_ho5_L_q2,novel_object,600,17983,18000,0.9990555555555556
20190611_1331_icab_icab_R_q3,novel_object,600,17984,18000,0.9991111111111111
20190611_1454_icab_hni_R_q1,novel_object,600,17984,18000,0.9991111111111111
20190613_1648_icab_ho5_R_q4,open_field,600,17984,18000,0.9991111111111111
20190614_1430_icab_hdr_L_q1,open_field,600,17984,18000,0.9991111111111111
20190614_1524_icab_icab_R_q3,novel_object,600,17984,18000,0.9991111111111111
20190616_1651_icab_icab_L_q3,novel_object,600,17984,18000,0.9991111111111111
20190613_1054_icab_hdr_R_q4,novel_object,600,17985,18000,0.9991666666666666
20190613_1617_icab_ho5_L_q1,open_field,600,17985,18000,0.9991666666666666
20190615_1423_icab_icab_L_q2,open_field,600,17985,18000,0.9991666666666666
20190615_1649_icab_icab_L_q1,novel_object,600,17985,18000,0.9991666666666666
20190611_1410_icab_kaga_R_q4,open_field,600,17986,18000,0.9992222222222222
20190615_1518_icab_kaga_L_q4,novel_object,600,17986,18000,0.9992222222222222
20190616_0923_icab_icab_L_q3,novel_object,600,17986,18000,0.9992222222222222
20190616_1417_icab_hni_L_q1,novel_object,600,17986,18000,0.9992222222222222
20190616_1506_icab_hni_L_q4,novel_object,600,17987,18000,0.9992777777777778
20190616_1651_icab_icab_L_q4,open_field,600,17987,18000,0.9992777777777778
20190611_1628_icab_hdr_R_q4,open_field,600,17988,18000,0.9993333333333333
20190612_1501_icab_icab_R_q2,open_field,600,17988,18000,0.9993333333333333
20190613_1420_icab_hni_R_q1,novel_object,600,17988,18000,0.9993333333333333
20190614_1430_icab_hdr_L_q3,open_field,600,17988,18000,0.9993333333333333
20190615_1022_icab_ho5_L_q1,novel_object,600,17988,18000,0.9993333333333333
20190615_1649_icab_icab_L_q4,novel_object,600,17988,18000,0.9993333333333333
20190611_1331_icab_icab_R_q2,open_field,600,17989,18000,0.9993888888888889
20190611_1628_icab_hdr_R_q1,novel_object,600,17989,18000,0.9993888888888889
20190612_1355_icab_ho5_R_q1,open_field,600,17989,18000,0.9993888888888889
20190613_1420_icab_hni_R_q1,open_field,600,17989,18000,0.9993888888888889
20190614_1139_icab_hni_R_q4,open_field,600,17989,18000,0.9993888888888889
20190616_1441_icab_hni_L_q2,open_field,600,17989,18000,0.9993888888888889
20190612_1123_icab_hni_R_q4,novel_object,600,17990,18000,0.9994444444444445
20190612_1236_icab_kaga_R_q2,novel_object,600,17990,18000,0.9994444444444445
20190614_1208_icab_icab_L_q2,novel_object,600,17990,18000,0.9994444444444445
20190615_1518_icab_kaga_L_q3,novel_object,600,17990,18000,0.9994444444444445
20190616_1227_icab_kaga_R_q2,open_field,600,17990,18000,0.9994444444444445
20190612_1604_icab_hni_R_q3,open_field,600,17991,18000,0.9995
20190612_1636_icab_icab_R_q3,novel_object,600,17991,18000,0.9995
20190613_1307_icab_hdr_R_q2,open_field,600,17991,18000,0.9995
20190614_1404_icab_ho5_L_q3,novel_object,600,17991,18000,0.9995
20190614_1524_icab_icab_R_q2,novel_object,600,17991,18000,0.9995
20190613_1511_icab_hdr_L_q3,novel_object,600,17992,18000,0.9995555555555555
20190613_1648_icab_ho5_R_q2,novel_object,600,17992,18000,0.9995555555555555
20190616_1017_icab_kaga_R_q4,open_field,600,17992,18000,0.9995555555555555
20190616_1506_icab_hni_L_q2,novel_object,600,17992,18000,0.9995555555555555
20190612_1355_icab_ho5_R_q3,open_field,600,17993,18000,0.9996111111111111
20190614_1307_icab_hdr_R_q2,novel_object,600,17993,18000,0.9996111111111111
20190614_1456_icab_ho5_R_q4,open_field,600,17993,18000,0.9996111111111111
20190615_1051_icab_hdr_L_q2,novel_object,600,17993,18000,0.9996111111111111
20190615_1332_icab_icab_L_q2,open_field,600,17993,18000,0.9996111111111111
20190616_1531_icab_hdr_L_q4,open_field,600,17993,18000,0.9996111111111111
20190612_1707_icab_hni_R_q4,novel_object,600,17994,18000,0.9996666666666667
20190614_1108_icab_ho5_L_q1,open_field,600,17994,18000,0.9996666666666667
20190614_1404_icab_ho5_L_q2,open_field,600,17994,18000,0.9996666666666667
20190614_1619_icab_kaga_L_q1,novel_object,600,17994,18000,0.9996666666666667
20190616_1717_icab_icab_L_q4,novel_object,600,17994,18000,0.9996666666666667
20190612_0952_icab_icab_R_q3,open_field,600,17995,18000,0.9997222222222222
20190615_1236_icab_hdr_R_q2,novel_object,600,17995,18000,0.9997222222222222
20190616_0923_icab_icab_L_q4,novel_object,600,17995,18000,0.9997222222222222
20190611_1454_icab_hni_R_q2,open_field,600,17996,18000,0.9997777777777778
20190612_1425_icab_kaga_R_q2,novel_object,600,17996,18000,0.9997777777777778
20190613_1307_icab_hdr_R_q3,novel_object,600,17996,18000,0.9997777777777778
20190613_1546_icab_hni_R_q4,open_field,600,17996,18000,0.9997777777777778
20190614_1335_icab_ho5_L_q1,novel_object,600,17996,18000,0.9997777777777778
20190615_1145_icab_hni_R_q4,novel_object,600,17996,18000,0.9997777777777778
20190616_1135_icab_kaga_R_q4,open_field,600,17996,18000,0.9997777777777778
20190616_1531_icab_hdr_L_q2,novel_object,600,17996,18000,0.9997777777777778
20190616_1556_icab_hdr_L_q1,novel_object,600,17996,18000,0.9997777777777778
20190611_1331_icab_icab_R_q1,open_field,600,17997,18000,0.9998333333333334
20190612_0952_icab_icab_R_q1,open_field,600,17997,18000,0.9998333333333334
20190614_1430_icab_hdr_L_q4,novel_object,600,17997,18000,0.9998333333333334
20190616_1135_icab_kaga_R_q3,open_field,600,17997,18000,0.9998333333333334
20190616_1506_icab_hni_L_q1,novel_object,600,17997,18000,0.9998333333333334
20190612_1707_icab_hni_R_q4,open_field,600,17998,18000,0.9998888888888889
20190616_1227_icab_kaga_R_q4,novel_object,600,17998,18000,0.9998888888888889
20190611_1410_icab_kaga_R_q2,novel_object,600,17999,18000,0.9999444444444444
20190611_1552_icab_hni_R_q1,novel_object,600,17999,18000,0.9999444444444444
20190611_1658_icab_ho5_R_q1,novel_object,600,17999,18000,0.9999444444444444
20190612_1636_icab_icab_R_q4,novel_object,600,17999,18000,0.9999444444444444
20190613_1511_icab_hdr_L_q3,open_field,600,17999,18000,0.9999444444444444
20190613_1511_icab_hdr_L_q2,novel_object,600,17999,18000,0.9999444444444444
20190613_1648_icab_ho5_R_q2,open_field,600,17999,18000,0.9999444444444444
20190614_1108_icab_ho5_L_q3,open_field,600,17999,18000,0.9999444444444444
20190616_1531_icab_hdr_L_q1,open_field,600,17999,18000,0.9999444444444444
20190611_1331_icab_icab_R_q4,open_field,600,18000,18000,1
20190611_1331_icab_icab_R_q1,novel_object,600,18000,18000,1
20190611_1410_icab_kaga_R_q1,novel_object,600,18000,18000,1
20190611_1410_icab_kaga_R_q3,novel_object,600,18000,18000,1
20190611_1410_icab_kaga_R_q4,novel_object,600,18000,18000,1
20190611_1454_icab_hni_R_q3,open_field,600,18000,18000,1
20190611_1454_icab_hni_R_q2,novel_object,600,18000,18000,1
20190611_1454_icab_hni_R_q3,novel_object,600,18000,18000,1
20190611_1552_icab_hni_R_q1,open_field,600,18000,18000,1
20190611_1552_icab_hni_R_q2,open_field,600,18000,18000,1
20190611_1552_icab_hni_R_q3,open_field,600,18000,18000,1
20190611_1552_icab_hni_R_q4,open_field,600,18000,18000,1
20190611_1552_icab_hni_R_q3,novel_object,600,18000,18000,1
20190611_1552_icab_hni_R_q4,novel_object,600,18000,18000,1
20190611_1628_icab_hdr_R_q2,open_field,600,18000,18000,1
20190611_1628_icab_hdr_R_q3,open_field,600,18000,18000,1
20190611_1628_icab_hdr_R_q2,novel_object,600,18000,18000,1
20190611_1628_icab_hdr_R_q3,novel_object,600,18000,18000,1
20190611_1628_icab_hdr_R_q4,novel_object,600,18000,18000,1
20190611_1658_icab_ho5_R_q1,open_field,600,18000,18000,1
20190611_1658_icab_ho5_R_q4,open_field,600,18000,18000,1
20190611_1658_icab_ho5_R_q4,novel_object,600,18000,18000,1
20190612_0952_icab_icab_R_q2,open_field,600,18000,18000,1
20190612_0952_icab_icab_R_q4,open_field,600,18000,18000,1
20190612_0952_icab_icab_R_q2,novel_object,600,18000,18000,1
20190612_0952_icab_icab_R_q3,novel_object,600,18000,18000,1
20190612_0952_icab_icab_R_q4,novel_object,600,18000,18000,1
20190612_1053_icab_kaga_R_q1,open_field,600,18000,18000,1
20190612_1053_icab_kaga_R_q1,novel_object,600,18000,18000,1
20190612_1053_icab_kaga_R_q2,novel_object,600,18000,18000,1
20190612_1053_icab_kaga_R_q3,novel_object,600,18000,18000,1
20190612_1123_icab_hni_R_q3,open_field,600,18000,18000,1
20190612_1123_icab_hni_R_q4,open_field,600,18000,18000,1
20190612_1123_icab_hni_R_q1,novel_object,600,18000,18000,1
20190612_1123_icab_hni_R_q2,novel_object,600,18000,18000,1
20190612_1123_icab_hni_R_q3,novel_object,600,18000,18000,1
20190612_1236_icab_kaga_R_q3,novel_object,600,18000,18000,1
20190612_1326_icab_kaga_R_q1,open_field,600,17400,17400,1
20190612_1326_icab_kaga_R_q3,open_field,600,17400,17400,1
20190612_1326_icab_kaga_R_q4,open_field,600,17400,17400,1
20190612_1326_icab_kaga_R_q4,novel_object,600,17400,17400,1
20190612_1355_icab_ho5_R_q1,novel_object,600,18000,18000,1
20190612_1355_icab_ho5_R_q2,novel_object,600,18000,18000,1
20190612_1425_icab_kaga_R_q1,novel_object,600,18000,18000,1
20190612_1425_icab_kaga_R_q3,novel_object,600,18000,18000,1
20190612_1501_icab_icab_R_q3,open_field,600,18000,18000,1
20190612_1501_icab_icab_R_q2,novel_object,600,18000,18000,1
20190612_1501_icab_icab_R_q3,novel_object,600,18000,18000,1
20190612_1534_icab_hdr_R_q2,novel_object,600,18000,18000,1
20190612_1604_icab_hni_R_q3,novel_object,600,18000,18000,1
20190612_1636_icab_icab_R_q1,novel_object,600,18000,18000,1
20190613_0953_icab_hni_R_q2,open_field,600,18000,18000,1
20190613_0953_icab_hni_R_q4,open_field,600,18000,18000,1
20190613_0953_icab_hni_R_q2,novel_object,600,18000,18000,1
20190613_0953_icab_hni_R_q3,novel_object,600,18000,18000,1
20190613_0953_icab_hni_R_q4,novel_object,600,18000,18000,1
20190613_1024_icab_hni_R_q3,novel_object,600,18000,18000,1
20190613_1054_icab_hdr_R_q3,open_field,600,18000,18000,1
20190613_1054_icab_hdr_R_q1,novel_object,600,18000,18000,1
20190613_1054_icab_hdr_R_q3,novel_object,600,18000,18000,1
20190613_1126_icab_hdr_R_q4,open_field,600,18000,18000,1
20190613_1126_icab_hdr_R_q2,novel_object,600,18000,18000,1
20190613_1126_icab_hdr_R_q4,novel_object,600,18000,18000,1
20190613_1307_icab_hdr_R_q4,novel_object,600,18000,18000,1
20190613_1420_icab_hni_R_q2,open_field,600,18000,18000,1
20190613_1420_icab_hni_R_q4,open_field,600,18000,18000,1
20190613_1420_icab_hni_R_q2,novel_object,600,18000,18000,1
20190613_1420_icab_hni_R_q4,novel_object,600,18000,18000,1
20190613_1511_icab_hdr_L_q4,novel_object,600,18000,18000,1
20190613_1648_icab_ho5_R_q1,open_field,600,18000,18000,1
20190614_1108_icab_ho5_L_q2,open_field,600,18000,18000,1
20190614_1108_icab_ho5_L_q2,novel_object,600,18000,18000,1
20190614_1108_icab_ho5_L_q4,novel_object,600,18000,18000,1
20190614_1139_icab_hni_R_q2,novel_object,600,18000,18000,1
20190614_1208_icab_icab_L_q4,novel_object,600,18000,18000,1
20190614_1307_icab_hdr_R_q3,novel_object,600,18000,18000,1
20190614_1404_icab_ho5_L_q1,open_field,600,18000,18000,1
20190614_1404_icab_ho5_L_q3,open_field,600,18000,18000,1
20190614_1430_icab_hdr_L_q1,novel_object,600,18000,18000,1
20190614_1456_icab_ho5_R_q3,novel_object,600,18000,18000,1
20190614_1524_icab_icab_R_q1,novel_object,600,18000,18000,1
20190614_1553_icab_hni_L_q1,novel_object,600,18000,18000,1
20190614_1553_icab_hni_L_q3,novel_object,600,18000,18000,1
20190614_1619_icab_kaga_L_q1,open_field,600,18000,18000,1
20190614_1619_icab_kaga_L_q4,open_field,600,18000,18000,1
20190614_1619_icab_kaga_L_q4,novel_object,600,18000,18000,1
20190615_1022_icab_ho5_L_q4,novel_object,600,18000,18000,1
20190615_1145_icab_hni_R_q4,open_field,600,18000,18000,1
20190615_1145_icab_hni_R_q1,novel_object,600,18000,18000,1
20190615_1236_icab_hdr_R_q3,novel_object,600,18000,18000,1
20190615_1305_icab_ho5_R_q3,open_field,600,18000,18000,1
20190615_1305_icab_ho5_R_q2,novel_object,600,18000,18000,1
20190615_1305_icab_ho5_R_q3,novel_object,600,18000,18000,1
20190615_1332_icab_icab_L_q2,novel_object,600,18000,18000,1
20190615_1358_icab_icab_L_q1,novel_object,600,18000,18000,1
20190615_1358_icab_icab_L_q3,novel_object,600,18000,18000,1
20190615_1423_icab_icab_L_q4,novel_object,600,18000,18000,1
20190615_1549_icab_hni_L_q2,novel_object,600,18000,18000,1
20190615_1549_icab_hni_L_q3,novel_object,600,18000,18000,1
20190615_1714_icab_icab_L_q4,novel_object,600,18000,18000,1
20190616_0948_icab_hdr_L_q4,novel_object,600,18000,18000,1
20190616_1017_icab_kaga_R_q4,novel_object,600,18000,18000,1
20190616_1110_icab_icab_L_q1,open_field,600,18000,18000,1
20190616_1110_icab_icab_L_q3,open_field,600,18000,18000,1
20190616_1110_icab_icab_L_q1,novel_object,600,18000,18000,1
20190616_1110_icab_icab_L_q2,novel_object,600,18000,18000,1
20190616_1110_icab_icab_L_q3,novel_object,600,18000,18000,1
20190616_1135_icab_kaga_R_q1,novel_object,600,18000,18000,1
20190616_1135_icab_kaga_R_q3,novel_object,600,18000,18000,1
20190616_1210_icab_icab_R_q2,open_field,600,18000,18000,1
20190616_1210_icab_icab_R_q1,novel_object,600,18000,18000,1
20190616_1210_icab_icab_R_q2,novel_object,600,18000,18000,1
20190616_1210_icab_icab_R_q4,novel_object,600,18000,18000,1
20190616_1227_icab_kaga_R_q2,novel_object,600,18000,18000,1
20190616_1256_icab_kaga_L_q4,novel_object,600,18000,18000,1
20190616_1325_icab_hni_R_q1,novel_object,600,18000,18000,1
20190616_1417_icab_hni_L_q2,novel_object,600,18000,18000,1
20190616_1441_icab_hni_L_q2,novel_object,600,18000,18000,1
20190616_1622_icab_ho5_L_q1,novel_object,600,18000,18000,1
20190616_1622_icab_ho5_L_q2,novel_object,600,18000,18000,1
